"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1110012D08Rik",110.851771038695,-0.875338243662378,0.315238433968206,-2.77674975301603,0.00549054340764378,0.01956038177898
"1110012J17Rik",41.5546979466363,-1.50038621441875,0.310360093090708,-4.834340006401,1.33588094130924e-06,1.46754302485581e-05
"1110012L19Rik",234.072964376837,-0.480964268140407,0.248360467848019,-1.93655726415657,0.052799486233403,0.119464442367765
"1110014N23Rik",1456.49931798996,0.517014024667004,0.310060185617039,1.66746344306707,0.0954222876982085,0.187914727423051
"1110017D15Rik",2.29347803357809,-0.587639641671995,1.08835436740288,-0.539934105354186,0.58924247656003,0.706075356104423
"1110017F19Rik",559.301481354325,-0.644513866276323,0.288942957450168,-2.23059205859855,0.025708163323156,0.0680089858242945
"1110018G07Rik",1562.49164568022,1.07210884061048,0.163075392418407,6.57431403175618,4.88779765842765e-11,1.13407621918865e-09
"1110018J18Rik",515.981821296231,-1.9847707806557,0.394195771877501,-5.0349874916276,4.77880037012643e-07,5.7944855665524e-06
"1110018N20Rik",1.88853595260859,1.17351981080743,1.37323459013446,0.854566160245447,0.39279136814662,0.532198007315979
"1110019D14Rik",65.7416910834743,-2.1327184740674,0.454377703846221,-4.69371286490147,2.68290541249122e-06,2.77452036930213e-05
"1110020A21Rik",37.9652771496635,-2.05302961425874,0.423838424573492,-4.84389686075465,1.27317040126445e-06,1.40839854667169e-05
"1110020G09Rik",2871.14569989227,-1.51050474795234,0.513534569011423,-2.94138864080782,0.00326744302016538,0.0128624761502646
"1110021J02Rik",162.139098697905,-0.606061928730465,0.359156456033803,-1.68745937473396,0.0915150552390853,0.181596805445534
"1110021L09Rik",719.788511934211,-1.40831127739182,0.265310966602635,-5.30815327924641,1.10741498728894e-07,1.50250342541787e-06
"1110025L11Rik",0,NA,NA,NA,NA,NA
"1110028C15Rik",186.705199938132,-0.884555102633492,0.531554489131127,-1.66409111524837,0.0960942223213284,0.189034736068542
"1110028F11Rik",21.5885223590172,-1.38212869128144,0.42021616566572,-3.28908976905213,0.00100511960392919,0.00479586005571804
"1110031I02Rik",342.614930649806,-0.121826363083943,0.344348792534706,-0.35378768773137,0.723498001285146,0.811224799311525
"1110032A03Rik",209.664936951248,-1.57883328687708,0.328360237976957,-4.80823529853779,1.52268478174215e-06,1.65274201751603e-05
"1110032A04Rik",14.8224515769398,-0.551951229385709,0.689575699690043,-0.800421519542823,0.423466617045257,0.560204710890612
"1110032F04Rik",8.99840025822273,-1.48864694958553,0.609065578744714,-2.4441488758134,0.0145194336639837,0.043134855250347
"1110034A24Rik",708.537116499768,0.627086467200916,0.275910514496967,2.27278930759201,0.0230388796970038,0.0624722589819537
"1110034B05Rik",107.429823179872,-0.205827864083539,0.597403494468361,-0.34453742903983,0.730442152742775,0.815445195033783
"1110034G24Rik",127.587081406232,-0.0368200355501735,0.274207952940644,-0.134277781352839,0.893182922028498,0.934540342838672
"1110035H17Rik",14.8942700474472,-0.560203056516932,0.432829627525418,-1.29428075365297,0.195568461964142,0.321986485043642
"1110035M17Rik",0.362451384376414,-0.567699422378028,2.62495329424433,-0.216270294645931,0.828777062572957,NA
"1110036E04Rik",0.765091488512519,1.18944571087219,1.7964090332123,0.66212409806538,0.507891693013394,0.637634538997703
"1110037F02Rik",1341.53413134097,-0.496195726208226,0.410923843181856,-1.20751261928754,0.22723478817174,0.359756938155209
"1110038D17Rik",3816.69159554417,0.237460286010456,0.252223250850164,0.94146866004642,0.346464742429208,0.48573295624122
"1110038F14Rik",503.067476402408,0.783384932419924,0.223175411155366,3.51017582252627,0.000447810480481223,0.00242822141835663
"1110046J04Rik",0.346648769398007,-1.85007985652505,3.10059543561118,-0.596685344781321,0.550717478914976,NA
"1110049F12Rik",949.819895824561,0.0482550336756699,0.305907322942714,0.157743963797514,0.874658556060658,0.923579314545426
"1110050K14Rik",0,NA,NA,NA,NA,NA
"1110051M20Rik",148.508241050566,-1.19521092122626,0.264550002428519,-4.51790175866357,6.24554477815176e-06,5.88093833311976e-05
"1110054M08Rik",194.780142910386,-1.10443293198038,0.32263824300482,-3.42313087777348,0.000619042640315425,0.00318552851757326
"1110054O05Rik",895.437526775215,0.0313433448686908,0.215131049789214,0.145694193838598,0.884162805105836,0.929035364367331
"1110057K04Rik",1231.24649840082,-0.296402725786862,0.214986894288447,-1.37870137046205,0.167986846798225,0.288416533993635
"1110057P08Rik",0,NA,NA,NA,NA,NA
"1110058L19Rik",256.928392107179,-0.473557010617851,0.331498518574189,-1.42853431941316,0.153138123737855,0.26895888982873
"1110059E24Rik",783.868684271924,-0.203881376085014,0.656934668214566,-0.310352590523389,0.756292842595755,0.834247632092567
"1110059G10Rik",338.200670964044,-0.600554183224855,0.379050092192085,-1.58436627663587,0.113110391530432,0.214434698274602
"1110059M19Rik",0,NA,NA,NA,NA,NA
"1110065P20Rik",160.929903929618,0.253550682629109,0.294168202958537,0.861924164743417,0.388729250434307,0.528280194872164
"1110067D22Rik",454.709097221031,-0.772832409144525,0.537696849445708,-1.43730135287423,0.150632384622234,0.265488184184765
"1190002H23Rik",965.223130990598,-0.726739709672649,0.269700231339781,-2.69462026807485,0.00704688900145842,0.023898199855578
"1190002N15Rik",211.033720917406,-1.63035004898067,0.436637324113587,-3.73387697052795,0.000188554626712403,0.00116201135045117
"1190003J15Rik",523.218709908088,0.87913112520689,0.254333042123564,3.4566138865267,0.000547008009971646,0.0028752636815535
"1190005F20Rik",1123.23559264932,0.659054793651762,0.194444248772808,3.38942806388587,0.000700385826534886,0.00353047092078937
"1190005I06Rik",32.202302613259,0.57913994533069,0.400921821134739,1.44452088861498,0.14859250824896,0.262743775144755
"1190007F08Rik",14.8059972984882,-2.40120000828069,0.522567465483618,-4.5950047924596,4.32739322785709e-06,4.26287346527851e-05
"1190007I07Rik",334.505097005535,0.270510703250465,0.218848637083018,1.23606300160713,0.216435146205204,0.347101624857966
"1200007C13Rik",0.117058443472173,-0.543775656091418,3.5338115409304,-0.153877944478117,0.877705974719893,NA
"1200009I06Rik",1209.16875794652,-0.0773779626150125,0.285476693355185,-0.271048265641568,0.786353910564454,0.857034880555114
"1200011I18Rik",877.405947798619,-0.958357051064542,0.485652639844503,-1.97333849842017,0.0484570095028021,0.111790913651311
"1200011M11Rik",872.368204106278,0.68708725467795,0.211014925195557,3.25610737743406,0.00112951026430093,0.00528649656625759
"1200014J11Rik",1267.64796145772,0.149870592404064,0.22311060420412,0.671732269018242,0.501754154377768,0.632806864853159
"1200016B10Rik",399.560998166117,-0.93628833780316,0.829413470609219,-1.12885595783179,0.258958602419798,0.394790109443356
"1300001I01Rik",13592.2102891649,0.469166241891135,0.393494518782837,1.19230693058284,0.233140917995759,0.367063504992249
"1300002E11Rik",378.343866200053,-1.07182678466466,0.409491342073877,-2.61745896564349,0.00885871387652065,0.0288116169769237
"1300002K09Rik",1537.53898191647,-1.00248449839986,0.29094811661825,-3.44557823591349,0.000569838987390437,0.00297475003310508
"1300010F03Rik",2598.29475796048,-0.225479999381697,0.19557291267752,-1.15292039319111,0.24894306078965,0.384257058988902
"1300014I06Rik",679.478007225982,0.858652946185183,0.271031876744865,3.16808840531135,0.00153444852477814,0.00684536532751728
"1300015D01Rik",0.402067214636641,2.23572682526201,2.96497274214536,0.754046333540425,0.450821400517476,NA
"1300017J02Rik",0.863212474373765,0.60383852987014,1.5815295418625,0.38180667125511,0.702604770043605,0.795328116924268
"1300018I17Rik",279.946513077852,-0.229100478277248,0.333297062817424,-0.687376229303126,0.491845673065654,0.623862579985859
"1300018J18Rik",588.293562823591,-0.0590506018243845,0.271927711611183,-0.217155513406512,0.828087152557703,0.888975102198549
"1500001M20Rik",846.687320651415,0.473177672185738,0.208164278472441,2.27309736165124,0.0230203133944462,0.0624396909939919
"1500002C15Rik",1.65974640545215,1.36178226248703,1.31132770743933,1.03847593150168,0.299048534937474,0.438366721202304
"1500002F19Rik",0.695406496254611,-2.85300413904772,1.84461275584672,-1.54666833458935,0.121943242504782,0.226734682915918
"1500002O10Rik",0.815782698965339,-3.08237796468253,2.04572384059681,-1.50674196756845,0.131876809779759,0.239912267165947
"1500002O20Rik",824.285709826955,0.163498178514476,0.348486176921571,0.469166897690957,0.638950344527778,0.745611682976577
"1500003O03Rik",3684.44690436292,-0.559181426082419,0.205089830398211,-2.72651952072265,0.00640061664892802,0.0221521341833993
"1500009C09Rik",19.5966971087281,3.45890198879729,0.641239964233327,5.39408362192894,6.88741393783271e-08,9.72560030406044e-07
"1500009L16Rik",81.5395806295025,3.21417216523863,0.342968714380939,9.37161913161739,7.14282529796297e-21,3.94387475654773e-19
"1500010J02Rik",1666.54209280172,0.254509346049159,0.36031078468702,0.706360611077006,0.479963909458315,0.612544051405027
"1500011B03Rik",99.5172132311989,-0.271352745693455,0.296600876431419,-0.914875063614987,0.360257222406,0.499966474545526
"1500011H22Rik",70.2686343836393,0.195645806186485,0.255376618478147,0.766106965282833,0.443612658888598,0.578555219715796
"1500011K16Rik",789.113762457287,0.531896109070242,0.244115499228602,2.17887070157781,0.0293412748326966,0.0753975373381946
"1500012F01Rik",1824.79958054459,0.17623230115952,0.188891212001744,0.932983060947763,0.350828714328309,0.490454732073973
"1500012K07Rik",0.133626559639158,0.898896864307855,3.5338115409304,0.254370345983756,0.799209458142166,NA
"1500015O10Rik",0.38037876959156,0.917700501750279,2.59206571495467,0.354042143474872,0.723307300107827,NA
"1500016L03Rik",2.15247133263336,-0.830535870891746,1.05472379876095,-0.787443946810935,0.431022029244126,0.56687245699227
"1500017E21Rik",0,NA,NA,NA,NA,NA
"1500026H17Rik",8.12626365606232,-1.78273318488617,0.645094137726848,-2.76352408218757,0.00571808726386214,0.0201710822757981
"1500031L02Rik",345.726096310837,-0.14974446303384,0.253884648733179,-0.589812987043633,0.555316034846332,0.677248977148579
"1500032L24Rik",3387.54705477349,0.596233409071805,0.285020543816698,2.09189625802993,0.0364477969082065,0.0892609835445911
"1500035N22Rik",68.4319410884135,-2.67642637312739,0.349851027296087,-7.65018869263535,2.00684611739145e-14,6.77808717911165e-13
"1520401A03Rik",4.94312663232898,0.322249336155366,0.67640356279573,0.476415787674796,0.633778189308401,0.741438354611295
"1520402A15Rik",127.964736027106,-1.02568412748148,0.317495571692504,-3.23054624672013,0.00123553914466027,0.00571673188404992
"1600002D24Rik",4.90955020061747,0.025428296784531,0.676701386077582,0.037576835673299,0.970025077329685,0.981002062598842
"1600002H07Rik",348.36035818841,0.443214820449787,0.255257026499573,1.7363471890578,0.0825024640944314,0.168246380316328
"1600002K03Rik",209.514248709023,0.363554190520214,0.334433857858087,1.08707351835915,0.277004320116508,0.414603228875568
"1600010F14Rik",0,NA,NA,NA,NA,NA
"1600012F09Rik",230.118863350971,-0.70101966284061,0.533612574422092,-1.31372403208418,0.188939090566306,0.313920692210864
"1600012H06Rik",591.23183783262,-0.84800004527845,0.3016193338424,-2.81149100913252,0.00493124689051585,0.0179471383296592
"1600012P17Rik",3.86321176906547,-0.761034483990649,0.776049641203051,-0.980651808318441,0.326764476459095,0.467518139707774
"1600014C10Rik",1289.44884222003,1.60010405803225,0.341144801119751,4.69039555279804,2.72677394832728e-06,2.8137766490621e-05
"1600014K23Rik",0,NA,NA,NA,NA,NA
"1600015I10Rik",0.232908085164389,-1.26181624506914,3.51443776958237,-0.359037868301502,0.719566760565146,NA
"1600016N20Rik",229.85979670662,-0.736076675896288,0.321437815952814,-2.28995046433597,0.0220241883605177,0.0601639650342474
"1600020E01Rik",170.413910599409,-1.71283473467222,0.227665733456019,-7.52346305555513,5.3344078679183e-14,1.7222904317962e-12
"1600021P15Rik",426.998998623838,1.03027562540729,0.245884497759574,4.19007963004927,2.78856576349917e-05,0.000219592349023959
"1600025M17Rik",0,NA,NA,NA,NA,NA
"1600027N09Rik",904.238280184307,0.294949305587707,0.173336869342414,1.70159589651442,0.0888311472915306,0.177355049235548
"1600029D21Rik",20.6350110971902,-0.332886965862093,0.458151913161566,-0.726586436286911,0.467479339723586,0.601446301661123
"1600029I14Rik",3.58756195694639,-1.04327007533992,0.812543266777145,-1.28395633561512,0.199157233841716,0.326427994101776
"1600029O15Rik",0.123677598360443,0.898896864307855,3.5338115409304,0.254370345983756,0.799209458142166,NA
"1700001C02Rik",0,NA,NA,NA,NA,NA
"1700001C19Rik",26.4527426377297,0.0386313385523709,0.38255295760723,0.100982982314396,0.919563969258412,0.950036557674557
"1700001F09Rik",0,NA,NA,NA,NA,NA
"1700001G01Rik",0,NA,NA,NA,NA,NA
"1700001G11Rik",0.236209480814104,0.177563118080365,3.49980203180688,0.0507351891525968,0.959536535856785,NA
"1700001G17Rik",7.18323057240723,-0.936874724692701,0.6246856903498,-1.4997537788453,0.133678194260417,0.242092354078811
"1700001J04Rik",0,NA,NA,NA,NA,NA
"1700001J11Rik",1.3469134194187,-0.0973407230099438,1.35487134786015,-0.0718449933742279,0.942725265777432,0.963307241057521
"1700001K19Rik",2.44077698467627,-0.106006555315086,0.941339079328786,-0.112612508757921,0.910337767583142,0.944345366335046
"1700001L05Rik",420.671698185011,-0.448138334264461,0.204748430521343,-2.18872659059405,0.028616718100657,0.0739045367542591
"1700001L19Rik",1.10211048074779,-0.84673323403823,1.53223664072166,-0.552612574020832,0.580528730012023,0.698578128742832
"1700001O22Rik",100.230646356105,-0.784230756869089,0.285777752564314,-2.7441980694162,0.00606589260835591,0.0211551058763405
"1700001P01Rik",1.21706729967953,-0.388868456733492,1.31369159204198,-0.296011985681541,0.767220928122413,0.842399646077806
"1700003D09Rik",125.990429049706,-0.652122358586489,0.234715199212863,-2.77835590014381,0.00546347403255032,0.019474872164306
"1700003E16Rik",205.583600543691,-0.654391577057485,0.29321502174255,-2.23178053146287,0.0256294716618322,0.06787373914726
"1700003E24Rik",0,NA,NA,NA,NA,NA
"1700003F12Rik",1.41717132116108,-1.41970535955269,1.32555105352691,-1.07103031284632,0.284155800049847,0.422287707532339
"1700003F17Rik",0.376911758307912,0.914313903926928,2.5964400037836,0.352141356085473,0.724732254545291,NA
"1700003G13Rik",0,NA,NA,NA,NA,NA
"1700003G18Rik",0,NA,NA,NA,NA,NA
"1700003H04Rik",0,NA,NA,NA,NA,NA
"1700003M02Rik",0,NA,NA,NA,NA,NA
"1700003M07Rik",0.223724625074251,-1.25151069794557,3.53213224876645,-0.354321585320778,0.723097892955491,NA
"1700006A11Rik",0,NA,NA,NA,NA,NA
"1700006D18Rik",0.117058443472173,-0.543775656091418,3.5338115409304,-0.153877944478117,0.877705974719893,NA
"1700006E09Rik",0,NA,NA,NA,NA,NA
"1700006J14Rik",6.49731046244579,-1.07934992173426,0.788707379181812,-1.3685049109772,0.171154085845819,0.292431086310611
"1700006P19Rik",2.01286784754393,-2.72904071118524,1.60268212179968,-1.70279600306563,0.0886062511145661,0.176998791682191
"1700007B14Rik",0.111192742620591,-0.543775656091419,3.5338115409304,-0.153877944478118,0.877705974719893,NA
"1700007E06Rik",7.49726678021415,-6.28515264958852,1.16759255452451,-5.38300165176037,7.32538658320354e-08,1.02906555327024e-06
"1700007G11Rik",0.588870652705645,-2.60914746955565,2.253470999205,-1.15783494461483,0.246931399912058,NA
"1700007I08Rik",2.30399592936368,-0.586957392268531,0.991806803225849,-0.59180617672661,0.553980386575817,0.676381321555819
"1700007J10Rik",3.37811035915894,-1.42620096507842,0.935096022859051,-1.52519199121158,0.127211217587742,0.23404394536355
"1700007K09Rik",0.843492214602158,-1.1257379753809,2.16831233948158,-0.519177036851644,0.603637290769564,0.717980937796984
"1700007K13Rik",3.03165815531453,-0.169815754468675,0.857482189929067,-0.198039978512816,0.843013784796987,0.900043133426623
"1700007L15Rik",57.6916436760665,-0.454419861919665,0.335796717032279,-1.35325879876301,0.175972966738983,0.297727066649869
"1700007M16Rik",0,NA,NA,NA,NA,NA
"1700007P06Rik",0,NA,NA,NA,NA,NA
"1700008A04Rik",0,NA,NA,NA,NA,NA
"1700008F21Rik",0,NA,NA,NA,NA,NA
"1700008I05Rik",0.635126903914934,0.783378385280243,2.36196244810384,0.331664199788244,0.740142836316789,0.822529659237997
"1700008O03Rik",7.32843143721796,-0.123713533025269,0.70297695163126,-0.175985190891666,0.860305576825087,0.913134474904621
"1700008P02Rik",0,NA,NA,NA,NA,NA
"1700008P20Rik",0.112531882453661,-0.543775656091418,3.5338115409304,-0.153877944478117,0.877705974719893,NA
"1700009N14Rik",0,NA,NA,NA,NA,NA
"1700009P17Rik",56.0831379327002,-0.154902060686219,0.301056296848827,-0.514528552658049,0.606882503058655,0.720550037444797
"1700010B08Rik",0,NA,NA,NA,NA,NA
"1700010D01Rik",0,NA,NA,NA,NA,NA
"1700010H22Rik",0,NA,NA,NA,NA,NA
"1700010I14Rik",13.8452781500239,0.00998090819301439,0.546848488028349,0.0182516883771597,0.985438068128245,0.990367856283386
"1700010K10Rik",0,NA,NA,NA,NA,NA
"1700010K24Rik",1.06898036610888,-1.64106198410703,1.52031717379613,-1.07942080270619,0.280400181456736,0.418200777666216
"1700010L04Rik",0.112531882453661,-0.543775656091418,3.5338115409304,-0.153877944478117,0.877705974719893,NA
"1700010M22Rik",0.121715342543798,-0.543775656091418,3.5338115409304,-0.153877944478117,0.877705974719893,NA
"1700011A15Rik",2.92148639539591,-0.551837388624487,0.886553441395324,-0.622452480423474,0.533644381050129,0.659003786538093
"1700011E24Rik",0.821632036228082,-2.1358851175147,1.86614292031264,-1.14454530479202,0.252397560464983,0.387953920964307
"1700011F03Rik",0,NA,NA,NA,NA,NA
"1700011F14Rik",0,NA,NA,NA,NA,NA
"1700011H14Rik",2.78364766624309,-0.475379434751586,0.94406208654484,-0.503546791600773,0.61457989112838,0.726782722842161
"1700011I03Rik",2.3288803562259,-4.59532161646524,1.34828405799515,-3.40827408676649,0.000653751930164414,0.0033351152966529
"1700011J10Rik",92.1570336043108,0.128634943334632,0.334237676044972,0.384860692118155,0.700340630038286,0.79366938316374
"1700011L22Rik",0.134220327498741,0.898896864307855,3.5338115409304,0.254370345983756,0.799209458142166,NA
"1700011M02Rik",0,NA,NA,NA,NA,NA
"1700012A03Rik",0,NA,NA,NA,NA,NA
"1700012A16Rik",4.53638410630815,-0.540924838651237,0.815376913077924,-0.663404653694851,0.507071426217387,0.636814583202466
"1700012B07Rik",0,NA,NA,NA,NA,NA
"1700012B09Rik",0,NA,NA,NA,NA,NA
"1700012B15Rik",93.7524108346885,-0.123998445333285,0.303988650566671,-0.407904851388816,0.683343530907214,0.780404502530533
"1700012C08Rik",0,NA,NA,NA,NA,NA
"1700012C14Rik",0.482204471103567,-2.31796122214798,2.84100376061916,-0.815895161519537,0.414560099708229,NA
"1700012L04Rik",0.374362601471775,0.887410370356773,2.59639521093061,0.341785551991795,0.732512283362187,NA
"1700012P22Rik",0,NA,NA,NA,NA,NA
"1700013D24Rik",0,NA,NA,NA,NA,NA
"1700013F07Rik",1.52099145485671,-3.12910331216666,1.4501070723369,-2.15784294267595,0.0309400448716786,0.0786360126431763
"1700013G23Rik",3.02240415128696,-1.18968791322104,0.911135147396031,-1.30572058011492,0.191647596703116,0.317341365576986
"1700013G24Rik",0,NA,NA,NA,NA,NA
"1700013H16Rik",0,NA,NA,NA,NA,NA
"1700013N06Rik",0,NA,NA,NA,NA,NA
"1700013N18Rik",0.244819302259749,0.177563429926756,3.45887503381685,0.0513356013706039,0.95905809970116,NA
"1700014D04Rik",0.511554508037915,1.49130561380512,2.85397818288149,0.522535744228935,0.601297365937353,NA
"1700014N06Rik",0,NA,NA,NA,NA,NA
"1700015E13Rik",5.82145213770168,-3.32136833659602,1.14697594009795,-2.89576112321273,0.00378240199722698,0.014500095722515
"1700015F17Rik",0,NA,NA,NA,NA,NA
"1700015O11Rik",1.22100009283846,-0.393490473304821,1.38743472021203,-0.283610080944701,0.776709210734784,0.849439301601039
"1700016C15Rik",53.1277639187292,-3.55030569841247,0.419665129852239,-8.45985393082936,2.6771263740431e-17,1.15638504079698e-15
"1700016D06Rik",0.501370006222663,0.175253113606049,2.89809480500673,0.0604718359465962,0.95177984644564,NA
"1700016G14Rik",2.81421224617599,-1.01800037603345,1.0570228508807,-0.963082657281498,0.335506044268669,0.475242016454036
"1700016H13Rik",2.57561827555221,-0.512180883003751,0.974275045446782,-0.525704610209816,0.599093460130638,0.713927514671788
"1700016K19Rik",118.811171141429,-0.103838093115753,0.378368281900273,-0.274436569033346,0.783749143342115,0.855027629089053
"1700016M24Rik",0.111192742620591,-0.543775656091419,3.5338115409304,-0.153877944478118,0.877705974719893,NA
"1700016P03Rik",0.362451384376414,-0.567699422378028,2.62495329424433,-0.216270294645931,0.828777062572957,NA
"1700017B05Rik",1801.97531195119,0.569574171229375,0.409164241487643,1.39204288517127,0.163909411941491,0.283347280504963
"1700017D01Rik",0.475748768018653,-1.1145135297369,2.43164271298318,-0.458337700594837,0.646709842483674,NA
